1523178832.000000, IBI
22.172890,0.640654
22.766667,0.593777
23.407321,0.640654
24.063601,0.656280
24.766759,0.703157
25.501167,0.734409
26.313704,0.812537
27.188745,0.875040
28.048159,0.859414
28.907573,0.859414
29.751362,0.843789
30.485770,0.734409
71.925168,0.562526
80.644317,0.656280
116.864725,0.703157
125.208857,0.734409
145.537912,0.937543
163.538736,0.671906
164.288770,0.750034
164.991928,0.703157
165.820091,0.828163
166.742008,0.921917
177.273740,0.812537
178.008148,0.734409
183.883417,0.562526
198.009064,0.906291
198.884104,0.875040
199.743518,0.859414
200.587307,0.843789
201.509224,0.921917
202.321761,0.812537
208.306410,0.843789
209.087696,0.781286
209.853356,0.765660
210.572139,0.718783
211.275296,0.703157
212.040956,0.765660
212.837868,0.796911
213.666031,0.828163
214.478568,0.812537
215.431736,0.953169
216.197397,0.765660
219.963194,0.890666
220.869485,0.906291
227.197900,0.734409
227.979186,0.781286
228.807349,0.828163
229.666763,0.859414
230.494926,0.828163
231.323089,0.828163
232.135626,0.812537
232.963789,0.828163
233.870080,0.906291
234.823249,0.953169
235.698289,0.875040
236.463949,0.765660
237.104604,0.640654
237.698381,0.593777
240.761021,0.765660
241.479804,0.718783
242.276715,0.796911
243.058001,0.781286
243.901790,0.843789
244.761204,0.859414
245.542490,0.781286
246.339401,0.796911
247.026933,0.687531
247.792593,0.765660
248.558253,0.765660
249.386416,0.828163
250.261456,0.875040
251.120870,0.859414
251.995910,0.875040
252.839699,0.843789
253.574107,0.734409
254.277265,0.703157
254.964796,0.687531
255.652328,0.687531
256.386736,0.734409
257.168022,0.781286
257.996185,0.828163
258.839973,0.843789
259.652511,0.812537
260.418171,0.765660
266.527825,0.718783
267.230983,0.703157
267.949765,0.718783
268.684174,0.734409
269.496711,0.812537
270.324874,0.828163
271.199914,0.875040
272.059329,0.859414
272.903117,0.843789
273.637526,0.734409
274.340683,0.703157
275.090717,0.750034
275.872003,0.781286
276.715792,0.843789
277.668960,0.953169
278.450246,0.781286
279.247158,0.796911
279.981566,0.734409
280.637846,0.656280
281.278501,0.640654
281.841026,0.562526
288.153815,0.812537
288.935101,0.781286
289.591381,0.656280
290.232035,0.640654
290.872690,0.640654
291.607098,0.734409
292.388384,0.781286
293.263424,0.875040
294.060336,0.796911
294.888499,0.828163
295.747913,0.859414
296.544824,0.796911
297.247982,0.703157
297.904262,0.656280
298.544916,0.640654
299.201196,0.656280
299.935605,0.734409
300.748142,0.812537
301.591930,0.843789
302.466970,0.875040
303.342010,0.875040
304.232676,0.890666
305.076465,0.843789
305.826499,0.750034
306.514031,0.687531
307.201562,0.687531
307.889094,0.687531
308.560999,0.671906
309.264157,0.703157
309.951688,0.687531
310.545465,0.593777
311.186120,0.640654
311.795522,0.609403
318.827094,0.781286
319.514626,0.687531
320.249034,0.734409
321.030320,0.781286
321.905360,0.875040
322.811652,0.906291
323.671066,0.859414
324.467978,0.796911
325.264889,0.796911
326.046175,0.781286
326.764958,0.718783
327.452489,0.687531
328.108769,0.656280
328.686921,0.578151
329.280698,0.593777
329.811972,0.531274
330.358872,0.546900
330.937024,0.578151
331.515175,0.578151
332.155829,0.640654
332.812109,0.656280
333.484015,0.671906
334.140295,0.656280
