1523259312.000000, 1523259312.000000, 1523259312.000000
32.000000, 32.000000, 32.000000
-40,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-39,-3,50
-40,-3,50
-40,-2,50
-40,-2,50
-40,-2,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-2,50
-40,-2,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-39,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-40,-3,50
-40,-3,50
-39,-2,50
-39,-3,50
-40,-3,50
-40,-2,50
-40,-3,50
-39,-3,51
-39,-3,50
-40,-3,50
-39,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-2,50
-40,-3,49
-40,-3,50
-40,-2,50
-40,-2,50
-39,-3,51
-38,-3,51
-40,-3,50
-41,-3,49
-39,-3,50
-39,-3,51
-40,-2,50
-40,-2,50
-40,-4,49
-39,-3,50
-40,-4,50
-40,-3,50
-40,-3,50
-39,-2,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-2,50
-40,-2,50
-40,-3,49
-40,-3,50
-40,-3,50
-40,-3,49
-42,-2,48
-39,-2,50
-39,-3,50
-39,-2,51
-40,-2,50
-39,-3,51
-40,-2,50
-39,-2,50
-41,-3,50
-36,-3,49
-38,-3,50
-40,-2,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,49
-40,-3,50
-39,-3,50
-40,-3,50
-40,-3,50
-41,-2,49
-39,-3,50
-41,-3,49
-39,-2,51
-40,-2,50
-41,-2,49
-37,-2,50
-42,-2,50
-40,-3,50
-39,-3,50
-41,-3,50
-40,-3,49
-40,-3,50
-40,-3,50
-40,-3,49
-40,-3,50
-40,-3,50
-37,-2,52
-42,-2,48
-40,-2,50
-39,-2,50
-40,-2,50
-40,-3,50
-40,-2,50
-40,-2,50
-40,-2,49
-41,-3,52
-43,-2,51
-41,-2,50
-40,-3,49
-40,-3,51
-39,-3,50
-40,-3,50
-40,-3,49
-39,-3,50
-39,-3,50
-40,-3,50
-40,-2,50
-41,-3,49
-41,-2,50
-39,-3,50
-40,-3,50
-40,-3,49
-40,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-40,-3,49
-41,-2,49
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-41,-3,49
-39,-3,51
-39,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-2,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-39,-3,50
-40,-3,50
-41,-3,49
-40,-3,50
-40,-3,50
-40,-3,49
-40,-3,50
-40,-3,50
-41,-3,49
-41,-3,49
-40,-3,50
-39,-3,50
-40,-3,49
-40,-3,49
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,49
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,49
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,49
-40,-3,50
-40,-2,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
-40,-3,50
