1523257806.000000, 1523257806.000000, 1523257806.000000
32.000000, 32.000000, 32.000000
-49,0,41
-49,0,42
-50,-1,40
-50,0,40
-50,0,40
-50,0,40
-50,0,41
-50,0,40
-50,0,41
-50,0,40
-50,0,41
-50,0,41
-50,0,41
-50,0,41
-50,0,40
-50,-1,41
-50,-1,40
-50,0,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,0,40
-50,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-51,0,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,0,40
-50,-1,40
-50,-1,40
-50,-1,40
-51,-1,39
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,39
-50,-1,40
-50,-1,40
-50,0,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,39
-51,-1,40
-51,-1,40
-51,-1,39
-51,-1,40
-51,-1,39
-51,-1,39
-51,-1,40
-51,-1,39
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,39
-51,-1,40
-51,-1,39
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,39
-51,-1,40
-51,-1,40
-51,-1,39
-51,-1,40
-51,-1,39
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-50,-1,40
-51,0,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-50,-1,40
-50,-1,40
-50,0,40
-50,-1,40
-50,-1,40
-51,-1,40
-51,-1,39
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,0,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-50,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,0,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,0,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,0,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,0,40
-50,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-51,-1,40
-50,-1,40
-50,-1,40
-51,-1,40
-51,0,39
-51,-1,40
-51,0,39
-50,0,40
-50,0,40
-50,0,40
-50,0,41
-51,-1,40
-50,-1,40
-51,-1,40
-49,-1,41
-51,0,39
-53,0,38
-51,-1,39
-50,-1,39
-54,-2,36
-55,0,37
-55,3,38
-53,4,41
-55,10,42
-54,10,42
-59,5,35
-60,4,30
-61,2,33
-57,0,30
-56,-1,23
-57,-3,22
-57,-6,25
-52,-7,20
-53,-6,19
-57,-8,23
-52,-11,20
-56,-14,21
-56,-14,22
-54,-16,23
-53,-18,21
-54,-19,23
-59,-19,26
-75,-19,35
-58,-11,32
-56,-9,27
-50,-2,34
-52,1,36
-57,2,33
-60,3,32
-56,1,33
-54,0,34
-54,-1,34
-55,-1,34
-56,-1,33
-55,-1,34
-54,-1,34
-56,0,32
-56,0,32
-57,-1,31
-57,-1,31
-56,-1,31
-56,-1,31
-57,-1,31
-57,-1,31
-56,0,31
-56,0,31
-57,0,31
-57,0,31
-57,0,31
-56,-1,31
-56,-1,31
-57,-1,31
-57,0,30
-57,-1,30
-57,0,30
-57,0,30
-57,0,31
-57,0,31
-57,-1,30
-57,-1,30
-57,-1,30
-57,-1,30
-58,-1,29
-58,-1,29
-58,-1,29
-58,-1,29
-57,-1,29
-58,-1,29
-58,-2,28
-58,-2,28
-58,-2,28
-58,-1,29
-58,-1,29
-58,-1,28
-58,-1,28
-58,-2,28
-58,-2,28
-58,-2,29
-57,-1,29
-58,-1,29
-58,-1,29
-58,-1,28
-58,-2,29
-58,-2,28
-58,-2,28
-58,-2,28
-58,-1,28
-58,-1,29
-57,-1,29
-57,-1,30
-59,-2,28
-58,-2,30
-59,-2,30
-59,-6,30
-59,-4,30
-59,-7,24
-60,-7,23
-66,-14,19
-60,-11,19
-68,-12,15
-66,-11,18
-61,-9,18
-63,-8,17
-61,-6,18
-58,-6,19
-57,-4,21
