1523355669.000000, IBI
16.688264,1.218806
17.907070,1.218806
18.969618,1.062549
20.141547,1.171929
29.579479,1.187554
30.657653,1.078174
31.876459,1.218806
32.954633,1.078174
33.954679,1.000046
35.142234,1.187554
36.282911,1.140677
37.251705,0.968794
38.423634,1.171929
39.642440,1.218806
40.814368,1.171929
42.033174,1.218806
43.111348,1.078174
44.330154,1.218806
45.564586,1.234432
46.752140,1.187554
47.955320,1.203180
48.986617,1.031297
50.174172,1.187554
51.346100,1.171929
52.330520,0.984420
65.487373,1.250057
66.581173,1.093800
67.596844,1.015671
68.800024,1.203180
70.034456,1.234432
71.159507,1.125051
72.393939,1.234432
73.675247,1.281309
74.722170,1.046923
75.862848,1.140677
77.128531,1.265683
78.331711,1.203180
90.379137,1.156303
105.536081,0.890666
113.989593,0.515649
114.598996,0.609403
115.099019,0.500023
115.661544,0.562526
124.818213,0.500023
125.333862,0.515649
125.912014,0.578151
126.443288,0.531274
127.021439,0.578151
127.583965,0.562526
128.146491,0.562526
128.740268,0.593777
129.365297,0.625029
129.974699,0.609403
130.630980,0.656280
131.271634,0.640654
131.927914,0.656280
138.865731,0.593777
139.443883,0.578151
140.053286,0.609403
140.678314,0.625029
141.397097,0.718783
142.178383,0.781286
142.975295,0.796911
149.741229,0.625029
150.366258,0.625029
151.085041,0.718783
151.788198,0.703157
172.211008,0.609403
172.851662,0.640654
173.523568,0.671906
174.211099,0.687531
174.898631,0.687531
175.601788,0.703157
176.336197,0.734409
177.023728,0.687531
177.758137,0.734409
178.476920,0.718783
179.133200,0.656280
179.758228,0.625029
180.414508,0.656280
181.055163,0.640654
181.742694,0.687531
189.696183,0.593777
190.352463,0.656280
191.039995,0.687531
191.836906,0.796911
192.602566,0.765660
199.149741,0.812537
199.931027,0.781286
200.837318,0.906291
201.634230,0.796911
202.415515,0.781286
203.149924,0.734409
203.853081,0.703157
204.524987,0.671906
205.243770,0.718783
206.118810,0.875040
207.071979,0.953169
207.884516,0.812537
208.650176,0.765660
209.525216,0.875040
214.884836,0.640654
215.509865,0.625029
216.197396,0.687531
216.947431,0.750034
